n,n-gram,frequency
2,nn,6.649599361638461e-05
2,bj,2.542493873567647e-05
2,ah,0.0003931086681439208
2,ey,0.00018384186470412215
2,tc,5.084987747135294e-05
2,cl,0.000530012184412948
2,nz,0.00024642632928424885
2,ru,0.0008175095685779049
2,lq,0.0001056112839789638
2,dn,0.0001975322163310249
2,lf,6.845175813451357e-05
2,ov,0.0003109665583825045
2,ej,0.001196927885094923
2,nh,4.889411295322398e-05
2,cd,5.867293554386878e-06
2,ip,0.00095832461388319
2,dm,0.00012712469367838234
2,td,9.778822590644796e-06
2,zs,2.933646777193439e-05
2,bn,3.3247996808192306e-05
2,lm,0.00046742771983282125
2,ut,0.0003207453809731493
2,ex,0.0006062870006199773
2,xa,5.28056419894819e-05
2,nr,0.00014277080982341402
2,rf,9.974399042457692e-05
2,sy,0.00011930163560586651
2,rp,0.00033247996808192306
2,ox,9.778822590644796e-06
2,xi,0.00017601880663160633
2,cm,0.00020535527440354072
2,ix,1.760188066316063e-05
2,xt,0.0001818861001859932
2,uo,0.00010952281301522171
2,ef,0.00031878961645502037
2,ij,0.0006258446458012669
2,sq,0.00020535527440354072
2,uf,6.25844645801267e-05
2,sl,0.00034225879067256785
2,af,0.0004361354875427579
2,f ,8.800940331580316e-05
2,nu,0.0005691274747755272
2,tf,1.760188066316063e-05
2,sg,0.000144726574341543
2,cn,9.192093235206108e-05
2,rz,0.00013103622271464028
2,lh,2.933646777193439e-05
2,fb,5.867293554386878e-06
2,yc,4.1071054880708146e-05
2,mq,2.151340969941855e-05
2,ye,0.00027185126801992536
2,sm,0.0007353674588164886
2,gl,0.0001721072775953484
2,vl,7.823058072515837e-06
2,h ,0.0002307802131392172
2,oy,0.0005906408844749457
2,ln,0.00018579762922225112
2,ds,0.00017406304211347738
2,ii,8.018634524328732e-05
2,md,5.867293554386878e-05
2,vs,2.542493873567647e-05
2,ys,6.0628700061997734e-05
2,dd,2.542493873567647e-05
2,uu,7.823058072515837e-06
2,ft,1.5646116145031674e-05
2,xp,0.00017015151307721944
2,sh,0.00010169975494270587
2,v ,0.0001056112839789638
2,ts,0.0002112225679579276
2,hp,5.867293554386878e-06
2,vn,3.520376132632126e-05
2,uz,0.0001388592807871561
2,zr,3.911529036257919e-06
2,ym,4.693834843509502e-05
2,hs,1.955764518128959e-05
2,ld,0.00032856843904566517
2,fc,3.7159525844450226e-05
2,dy,7.823058072515837e-06
2,rj,3.911529036257918e-05
2,fl,0.00022686868410295925
2,oh,0.00018970915825850904
2,jb,1.1734587108773756e-05
2,yr,1.3690351626902714e-05
2,sj,1.1734587108773756e-05
2,uv,0.00029336467771934387
2,ss,0.0002816300906105701
2,ux,1.3690351626902714e-05
2,zu,7.23632871707715e-05
2,j ,7.823058072515837e-05
2,zm,2.933646777193439e-05
2,b ,3.911529036257918e-05
2,g ,9.387669687019005e-05
2,p ,4.498258391696606e-05
2,pc,3.520376132632126e-05
2,db,1.955764518128959e-05
2,tp,1.1734587108773756e-05
2,ml,9.778822590644796e-06
2,c ,0.00013103622271464028
2,sn,0.000144726574341543
2,ry,2.151340969941855e-05
2,m ,0.000191664922776638
2,lr,4.889411295322398e-05
2,bz,1.9557645181289593e-06
2,pt,0.0001388592807871561
2,zc,0.0001056112839789638
2,tb,2.542493873567647e-05
2,yn,1.955764518128959e-05
2,zq,3.129223229006335e-05
2,yl,4.1071054880708146e-05
2,pn,2.542493873567647e-05
2,mg,2.346917421754751e-05
2,yd,5.084987747135294e-05
2,dv,1.3690351626902714e-05
2,sb,0.00011147857753335067
2,fn,3.129223229006335e-05
2,mr,6.845175813451357e-05
2,yu,6.454022909825565e-05
2,mt,0.00012321316464212442
2,dl,2.151340969941855e-05
2,vc,2.738070325380543e-05
2,ax,7.823058072515837e-06
2,dg,1.5646116145031674e-05
2,jn,4.498258391696606e-05
2,zd,1.1734587108773756e-05
2,cb,5.867293554386878e-06
2,uq,5.476140650761086e-05
2,iu,4.498258391696606e-05
2,nb,3.520376132632126e-05
2,zl,3.911529036257919e-06
2,hb,2.151340969941855e-05
2,xc,9.974399042457692e-05
2,ny,2.346917421754751e-05
2,yy,3.911529036257919e-06
2,uh,2.542493873567647e-05
2,hn,9.778822590644796e-06
2,pb,3.911529036257918e-05
2,zi,5.867293554386878e-06
2,tt,4.889411295322398e-05
2, x,4.1071054880708146e-05
2,vr,1.760188066316063e-05
2,yt,2.738070325380543e-05
2,mx,9.778822590644796e-06
2,ze,1.1734587108773756e-05
2,mj,3.911529036257919e-06
2,tl,2.933646777193439e-05
2,yf,1.955764518128959e-05
2,bt,1.760188066316063e-05
2,zg,1.955764518128959e-05
2,hg,9.778822590644796e-06
2,dq,3.911529036257918e-05
2,cs,2.151340969941855e-05
2,mw,1.9557645181289593e-06
2,we,1.9557645181289593e-06
2,rx,2.542493873567647e-05
2,yp,4.498258391696606e-05
2,pg,1.5646116145031674e-05
2,cp,2.346917421754751e-05
2,gm,1.955764518128959e-05
2,mm,1.1734587108773756e-05
2,tg,4.1071054880708146e-05
2,xq,7.823058072515837e-06
2,zt,3.911529036257919e-06
2,ly,1.1734587108773756e-05
2,cf,1.5646116145031674e-05
2,bb,1.9557645181289593e-06
2,jp,9.778822590644796e-06
2,xo,5.867293554386878e-06
2,ak,1.9557645181289593e-06
2,ke,3.911529036257919e-06
2,zy,9.778822590644796e-06
2,pj,1.5646116145031674e-05
2,dc,1.760188066316063e-05
2,yq,2.346917421754751e-05
2,yg,5.867293554386878e-06
2,mc,1.9557645181289593e-06
2,x ,1.5646116145031674e-05
2,gb,9.778822590644796e-06
2,gz,3.911529036257919e-06
2,vb,3.911529036257919e-06
2,mv,5.867293554386878e-06
2,gc,1.9557645181289593e-06
2,by,1.9557645181289593e-06
2,rh,1.1734587108773756e-05
2,gs,1.9557645181289593e-06
2,hd,3.911529036257919e-06
2,vy,7.823058072515837e-06
2,js,7.823058072515837e-06
2,df,9.778822590644796e-06
2,dp,3.911529036257919e-06
2,dh,1.3690351626902714e-05
2,yh,1.760188066316063e-05
2,lj,7.823058072515837e-06
2,ph,5.867293554386878e-06
2,gd,3.911529036257919e-06
2,bv,3.911529036257919e-06
2,fj,3.911529036257919e-06
2,zv,1.9557645181289593e-06
2,cv,1.9557645181289593e-06
2,jr,1.5646116145031674e-05
2,yj,7.823058072515837e-06
2,jz,1.9557645181289593e-06
2,xv,7.823058072515837e-06
2,yb,1.1734587108773756e-05
2,tv,5.867293554386878e-06
2,ek,7.823058072515837e-06
2,ka,1.1734587108773756e-05
2,bc,3.911529036257919e-06
2,jd,1.9557645181289593e-06
2,xh,7.823058072515837e-06
2,vq,1.9557645181289593e-06
2,dt,3.911529036257919e-06
2,hc,1.1734587108773756e-05
2,ck,9.778822590644796e-06
2,k ,7.823058072515837e-06
2,gg,1.9557645181289593e-06
2,gh,1.9557645181289593e-06
2,jv,1.1734587108773756e-05
2,lk,5.867293554386878e-06
2,zp,3.911529036257919e-06
2,jm,1.9557645181289593e-06
2,ff,1.9557645181289593e-06
2,bd,1.9557645181289593e-06
2,zz,3.911529036257919e-06
2,cq,1.955764518128959e-05
2,fp,1.9557645181289593e-06
2,ih,5.867293554386878e-06
2,hm,3.911529036257919e-06
2,xe,1.9557645181289593e-06
2,q ,1.9557645181289593e-06
2,fq,1.9557645181289593e-06
2, k,3.911529036257919e-06
2,ko,1.9557645181289593e-06
2,tz,1.9557645181289593e-06
2,iy,1.9557645181289593e-06
2,vm,1.9557645181289593e-06
2,pd,1.9557645181289593e-06
2,zf,1.9557645181289593e-06
2,vd,1.9557645181289593e-06
2,xm,1.9557645181289593e-06
2,jc,1.9557645181289593e-06
2,xu,1.9557645181289593e-06
2,kr,3.911529036257919e-06
2,th,1.9557645181289593e-06
2,cz,1.9557645181289593e-06
2,hl,1.9557645181289593e-06
2,pp,1.9557645181289593e-06
2,cg,1.9557645181289593e-06
3,el ,0.005867305029453871
3,l d,0.0009465918780852245
3, do,0.001799306875699187
3,doc,0.0002816306414137858
3,oct,0.00016037300413840582
3,cto,0.0003696402168555939
3,tor,0.0006766958467303465
3,or ,0.0029140948312954226
3,r c,0.0006082439547200513
3, ce,0.0004439594138953429
3,cen,0.0004928536224741252
3,ent,0.004556940239542506
3,nte,0.003009927480109836
3,ten,0.001433578195529896
3,eno,0.0006317131748378668
3,no ,0.0040914673738724995
3,o i,0.00027771910472748325
3, i ,1.3690378402059034e-05
3,i i,7.823073372605161e-06
3, in,0.0010248226118112762
3,int,0.0005104555375624868
3,ntr,0.0011030533455373278
3,tro,0.0011069648822236303
3,rod,0.00012516917396168258
3,odu,4.3026903549328386e-05
3,duc,0.00012516917396168258
3,ucc,2.9336525147269357e-05
3,cci,0.00022686912780554968
3,cin,0.0012614705813325823
3,in ,0.0021298317256917554
3,n  ,0.00032074600827681164
3,  l,0.001171505237547623
3, la,0.008149686685911426
3,la ,0.0071991832711399
3,a p,0.00247013541740008
3, pe,0.0021709028608979325
3,ped,0.0005573939777981178
3,eda,0.0006356247115241693
3,dag,9.778841715756451e-06
3,ago,0.00011343456390277484
3,gog,5.867305029453872e-06
3,oga,9.387688047126195e-05
3,ga ,0.00027576333638433195
3,a i,0.0006727843100440439
3,i c,0.00016037300413840582
3, co,0.006401229787134173
3,con,0.003915448222988884
3,on ,0.0032367966079153857
3,n p,0.001292762874823003
3, pa,0.003403036917083245
3,pas,0.0008135996307509369
3,aso,0.00035594983845353484
3,so ,0.0010209110751249735
3,o d,0.0037492079138210237
3, de,0.013672776486970671
3,dec,0.0007451477387406416
3,eci,0.0008937861328201397
3,cid,0.00027771910472748325
3,idi,0.0001427710890500442
3,did,0.0002620729579822729
3,ido,0.0013240551683134235
3,do ,0.005611099376501052
3,o a,0.001541145454403217
3, ac,0.0005769516612296306
3,aco,0.0004341805721795865
3,com,0.0020359548452204934
3,ome,0.0005397920627097561
3,met,0.0002464268112370626
3,ete,0.0004654728656700071
3,te ,0.0031370524224146696
3,e e,0.0030470870786297104
3, el,0.004498267189247968
3,l h,0.0003090113982179039
3, hr,7.823073372605161e-05
3,hro,8.018650206920291e-05
3,roe,0.00011539033224592613
3,oe ,7.236342869659775e-05
3,e l,0.004644949814984315
3,a e,0.003354142708504463
3, em,0.00039702097365971193
3,emp,0.0009133438162516526
3,mpi,0.00012908071064798518
3,pin,0.0001408153207068929
3,ina,0.0008370688508687522
3,nad,0.000565217051170723
3,ada,0.0016154646514429658
3,da ,0.0026559334099994524
3,a c,0.0033306734883866477
3, cu,0.0017719261188950692
3,cue,0.00047525170738576357
3,ues,0.0007959977156625752
3,est,0.003678800253467577
3,sta,0.0024896931008315925
3,ta ,0.0022256643745061683
3,a d,0.0037257386937032083
3,del,0.00187949337776839
3,elo,0.0004674286340131584
3,lob,9.778841715756451e-06
3,obs,0.00025229411626651645
3,bse,0.00017210761419731354
3,ser,0.0008409803875550548
3,erv,0.0003266133133062655
3,rva,0.0001838422242562213
3,vat,3.9115366863025805e-05
3,ato,0.0004146228887480736
3,ori,0.00045373825561109937
3,rio,0.0006649612366714388
3,io ,0.0012301782878421617
3,o e,0.0031546543375030314
3, es,0.004770118988945997
3,es ,0.00572844547709013
3,s p,0.0020535567603088547
3,par,0.00236452392686991
3,ara,0.0020887605904855782
3,ra ,0.005034147715271421
3,cir,0.00033834792336517324
3,irl,7.040766035344645e-05
3,rlo,0.0002053556760308855
3,lo ,0.002702871850235083
3,o p,0.001912741439601962
3, pr,0.0016056858097272095
3,pro,0.00084880346092766
3,ron,0.0008840072911043832
3,ont,0.000835113082525601
3,nto,0.0017054299952279253
3,to ,0.0032622215963763524
3,o u,0.0005143670742487894
3, un,0.0031957254727092085
3,un ,0.0018032184123854898
3,n h,0.00030118832484529875
3,e c,0.002055512528652006
3, ch,0.00033639215502202194
3,chi,0.0003246575449631142
3,hiq,3.715959851987452e-05
3,iqu,0.0004948093908172765
3,qui,0.001482472404108678
3,uit,0.00015841723579525452
3,ito,0.0008390246192119036
3,pal,0.0003755075218850478
3,ali,0.0006258458698084129
3,lid,0.00024251527455076
3,idu,4.3026903549328386e-05
3,uch,0.00048503054910152
3,cho,0.000747103507083793
3,hom,0.000350082533424081
3,oma,0.0003735517535418965
3,mal,0.0004478709505816455
3,al ,0.002208062459417807
3,dot,4.10711352061771e-05
3,ota,0.0002640287263254242
3,tad,0.0007079881402207672
3,ado,0.0025894372863323085
3,de ,0.010177818457759315
3, ca,0.0030118832484529873
3,car,0.0010111322334092172
3,arn,0.00021317874940349066
3,rne,0.00010169995384386711
3,nes,0.0010424245268996378
3,s y,0.001926431818004021
3, y ,0.00609221838891627
3,y p,0.00047134017069946096
3,peo,4.3026903549328386e-05
3,eor,0.0007353688970248852
3,r d,0.001003309160036612
3,e v,0.0009817957082619477
3, ve,0.001832554937532759
3,ves,0.00017797491922676742
3,sti,0.0006356247115241693
3,tid,0.0002601171896391216
3,o c,0.0017856164972971282
3,n q,0.00045960556064055327
3, qu,0.007447565850720114
3,que,0.00818489051608815
3,ue ,0.006258458698084129
3,cub,6.258458698084129e-05
3,ubr,5.8673050294538715e-05
3,bri,0.00023273643283500356
3,rir,9.387688047126195e-05
3,rla,0.00023664796952130613
3,las,0.0025366315410672237
3,as ,0.007997136755145627
3,s t,0.0009954860866640068
3, ta,0.001609597346413512
3,tan,0.001460958952334014
3,ani,0.00035790560679668614
3,nin,0.00018188645591307002
3,ins,0.0002640287263254242
3,nsi,0.0002229575911192471
3,sig,0.00021513451774664194
3,ign,0.00013103647899113645
3,gni,3.5203830176723225e-05
3,nif,8.21422704123542e-05
3,ifi,0.00012125763727538
3,fic,0.00027576333638433195
3,ica,0.0008664053760160217
3,can,0.0005945535763179923
3,ant,0.001846245315934818
3,e q,0.0010385129902133353
3,e n,0.0010698052837037559
3, ni,0.0005613055144844204
3,ing,0.00023469220117815486
3,ngn,3.324806183357194e-05
3,gn ,0.00015646146745210322
3,n t,0.0007021208351913132
3, tr,0.0010522033686153943
3,tra,0.0018521126209642721
3,ran,0.0015802608212662427
3,ans,0.0002210018227760958
3,nse,0.00022491335946239838
3,seu,1.7601915088361612e-05
3,eun,0.00010561149053016968
3,unt,0.0003696402168555939
3,e d,0.0027635006688727735
3,e s,0.002880846769461851
3, st,0.0002659844946685755
3,sto,0.0011343456390277484
3,tos,0.0011167437239393869
3,os ,0.00936813036369468
3,s q,0.0015274550760011579
3, ll,0.0008331573141824498
3,lla,0.001507897392569645
3,lam,0.0004830747807583687
3,ama,0.0006101997230632026
3,man,0.001110876418909933
3,an ,0.003058821688688618
3,per,0.0015509242961189733
3,ers,0.0005847747346022358
3,rso,0.0002620729579822729
3,son,0.0003715959851987452
3,ona,0.000573040124543328
3,nas,0.0006454035532399259
3,asp,0.00012712494230483388
3,spu,0.0002620729579822729
3,pue,0.0008331573141824498
3,ued,0.0003950652053165607
3,ede,0.000531968989337151
3, cr,0.0005828189662590845
3,cre,0.0003872421319439555
3,ree,0.00011343456390277484
3,eer,0.00013690378402059033
3,er ,0.002094627895515032
3,r a,0.0006219343331221104
3, al,0.002863244854373489
3,l v,0.00021513451774664194
3,ver,0.0011147879555962355
3,erl,0.00022686912780554968
3,rle,0.00032270177661996295
3,le ,0.0027771910472748325
3,s d,0.003616215666486736
3,e h,0.0013788166819216597
3, he,0.000573040124543328
3,her,0.0003539940701103836
3,eri,0.0005847747346022358
3,ric,0.00021709028608979324
3,ico,0.000741236202054339
3,co ,0.0010013533916934606
3,o l,0.0021063625055739396
3, li,0.00037746329022819903
3,lin,0.0002053556760308855
3,naj,3.9115366863025805e-05
3,aje,0.0002210018227760958
3,je ,0.00015646146745210322
3,e y,0.0007510150437700956
3,y d,0.0006356247115241693
3,cas,0.0010424245268996378
3,ast,0.0006336689431810181
3,dei,1.7601915088361612e-05
3,ein,0.00012712494230483388
3,inm,6.649612366714388e-05
3,nmo,3.324806183357194e-05
3,mor,0.0004322248038364352
3,ort,0.00039702097365971193
3,rta,0.000741236202054339
3,tal,0.0005886862712885384
3,ale,0.001292762874823003
3,les,0.0011030533455373278
3,s a,0.0014492243422751063
3, au,0.00025816142129597036
3,aun,0.0001838422242562213
3,unq,8.21422704123542e-05
3,nqu,0.00022686912780554968
3, no,0.0035164714809860203
3,st ,0.00023860373786445743
3,t d,5.0849976921933554e-05
3,des,0.0020085740884163753
3,tin,0.00029532101981584485
3,o  ,0.0009505034147715271
3,  a,0.00011147879555962356
3, ar,0.0006747400783871952
3,arr,0.00048111901241521747
3,rro,0.00036377291182614004
3,roj,6.454035532399259e-05
3,oja,0.00012908071064798518
3,jar,0.00019166529762882647
3,ar ,0.0022061066910746556
3,r u,0.00029532101981584485
3,n n,0.00027380756804118065
3,nom,0.0001662403091678597
3,omb,0.0005613055144844204
3,mbr,0.0007079881402207672
3,bre,0.0012282225194990104
3,re ,0.0016624030916785968
3,e m,0.001320143631627121
3, ms,0.001077628357076361
3,ms ,0.0011010975771941765
3,s e,0.0019029625978862056
3, en,0.005112378448997473
3,ene,0.0009172553529379552
3,nel,6.845189201029516e-05
3,l e,0.0006434477848967745
3,nor,0.00011734610058907743
3,orm,0.000350082533424081
3,rme,0.00027380756804118065
3,me ,0.0009055207428790475
3,y y,5.8673050294538715e-05
3, ya,0.0005045882325330329
3,ya ,0.0005691285878570256
3,a s,0.002249133594623984
3, so,0.0011695494692044717
3,sof,5.671728195138742e-05
3,ofo,2.7380756804118067e-05
3,foc,2.1513451774664193e-05
3,oca,0.0004889420857878226
3,e i,0.00039702097365971193
3,inv,8.605380709865677e-05
3,nve,0.00015841723579525452
3,ven,0.0006630054683282874
3,nta,0.0014453128055888036
3,tar,0.0009681053298598888
3,ari,0.0008976976695064423
3,s c,0.0021533009458095708
3,cel,0.00017993068756991872
3,ele,0.00045178248726794807
3,leb,7.236342869659775e-05
3,ebr,0.00019948837100143161
3,rid,0.0003891979002871068
3,ida,0.0013240551683134235
3,dad,0.0012692936547051875
3,ade,0.0007177669819365236
3,s h,0.0007627496538290033
3, hu,0.0004146228887480736
3,hum,0.0001662403091678597
3,uma,0.00022686912780554968
3,ana,0.0006923419934755568
3,spo,0.00021122298106033936
3,por,0.0022941162665164635
3,orq,0.0003872421319439555
3,rqu,0.00043026903549328387
3, ha,0.0028397756342556737
3,hay,0.00025816142129597036
3,ay ,0.00038528636360080423
3,y c,0.0006278016381515642
3, ci,0.000713855445250221
3,cie,0.0010209110751249735
3,ier,0.0014042416703826264
3,ert,0.0007920861789762726
3,tam,0.00045569402395425067
3,ame,0.0007099439085639184
3,men,0.0014668262573634678
3,oes,0.00010756725887332097
3,s m,0.0013299224733428776
3,s  ,0.0006845189201029517
3,  m,0.00025816142129597036
3, me,0.0017582357404930101
3,nos,0.0008976976695064423
3,all,0.0008390246192119036
3,llu,1.7601915088361612e-05
3,lud,7.431919703974904e-05
3,udo,0.0001408153207068929
3,dos,0.00157634928457994
3, mi,0.0015607031378347298
3,mir,0.0004380921088658891
3,ira,0.0006708285417008926
3,rad,0.0007823073372605162
3,onl,7.627496538290032e-05
3,nlo,5.280574526508484e-05
3,los,0.0030627332253749208
3,s o,0.0004615613289837045
3, oj,0.00019166529762882647
3,ojo,0.00029140948312954225
3,jos,0.0004830747807583687
3, si,0.001989016404984862
3,sir,6.649612366714388e-05
3,irv,5.671728195138742e-05
